RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID,REGION_dirty,ST_dirty,CIT_dirty,NATIVITY_dirty,RAC1P_dirty,RAC2P_dirty,POBP_dirty,WAOB_dirty
9,2,2,31,4,2,2,4,68,303,3,1744268,4,,,,,,224,
9,1,4,6,4,2,2,9,68,303,3,168234,,50,5,,,,60,
6,1,4,6,4,2,2,9,57,247,4,480190,,53,,,4,,,
8,2,1,42,4,2,2,2,67,364,3,2544285,,,,,,,,
8,2,3,12,4,2,2,5,67,364,3,671713,,44,,,,43,,
2,1,4,6,5,2,2,9,2,416,6,428142,2,,,,,,,
9,2,4,6,4,2,2,9,68,301,7,323188,,,,,,,,
1,2,2,39,4,2,2,3,1,164,5,2244558,,10,,,3,,,
6,1,1,36,4,2,2,2,45,207,4,2014294,4,,,,,,,
6,1,3,45,4,2,1,5,59,242,4,2599574,,26,,,2,,,
2,2,3,12,4,2,2,5,2,333,3,682300,1,9,,,,,,
1,1,2,39,5,2,2,3,1,235,4,2278119,,,,,,,236,2
6,2,4,6,5,2,2,9,43,207,4,521931,3,,,,,3,,
9,2,1,42,5,2,2,2,68,329,3,2535104,3,,,,,,,
6,2,1,36,4,2,2,2,39,202,4,1928364,3,17,,,,,,
1,2,4,6,5,2,2,9,1,138,5,233963,,19,,,,,,
1,1,1,36,5,2,2,2,1,137,5,2012939,,,,,,19,,
9,2,3,13,5,2,2,5,68,303,3,897361,9,,,,1,,,
6,1,4,6,4,2,2,9,45,233,4,283028,,,,,,36,,
8,1,4,53,5,2,2,9,67,303,3,3085456,,,,,,,,
6,2,1,42,5,2,2,2,48,215,4,2526937,,,,,,,,
1,2,1,25,4,2,2,1,1,329,3,1433818,,,,,7,,,8
9,2,3,12,4,2,2,5,68,327,3,687736,,,,,,,119,8
6,2,2,17,5,2,2,3,38,210,4,1003294,,,,,,,,
8,2,4,6,4,2,2,9,67,303,3,423606,,22,5,1,,,,
2,2,1,36,4,2,1,2,2,333,3,2073887,,,1,,9,66,,5
6,1,1,36,5,2,2,2,54,231,4,2034590,,,,,,,,
8,1,3,12,4,2,1,5,67,315,3,652934,9,,,,,,,
1,2,2,17,5,2,2,3,1,128,5,1057384,,,4,,,,,
9,2,3,48,5,2,2,7,68,327,3,2872307,,,,,,41,,
9,1,3,12,4,2,2,5,68,329,3,703283,,,1,,,,,
2,1,2,17,4,2,2,3,2,310,3,993096,9,,1,,,,,7
1,2,3,12,5,2,2,5,1,301,7,718335,,,,,,,,
6,1,3,47,5,2,2,6,43,207,4,2656741,,,,1,,,,
1,2,4,6,4,2,1,9,1,158,4,445105,,,,,,,399,
6,1,3,51,5,2,2,5,45,233,4,3064618,,,3,,,,,
8,2,3,48,4,2,1,7,67,303,3,2849083,,,,1,,,,
6,1,4,6,4,2,2,9,57,247,4,406243,,,,,9,,,8
6,1,4,53,5,2,2,9,38,210,4,3133231,,,1,,,,,3
1,1,3,48,4,2,2,7,1,312,3,2775191,,,,,2,,,
8,2,4,35,5,2,2,8,67,303,3,1901466,9,,,,,,,
9,2,3,48,5,2,2,7,68,303,3,2939383,,,,,3,9,110,
6,1,1,34,5,2,2,2,43,207,4,1803411,,,,,,,,
2,2,1,36,5,2,2,2,2,333,3,1976577,,9,,,,,,
6,1,4,6,4,2,2,9,45,233,4,225077,,,,,,,,6
6,2,1,36,4,2,2,2,45,233,4,1940960,,,,1,,,45,
8,1,3,48,5,2,2,7,67,303,3,2763639,1,12,,,,,,
8,1,3,45,5,2,2,5,67,303,3,2587483,4,,,,,,,7
8,1,4,6,5,2,1,9,67,303,3,332173,,,2,,,15,370,
1,1,3,48,4,2,2,7,1,414,6,2859166,,,3,,8,,400,
1,2,3,48,4,2,2,7,1,303,3,2719658,,,,,,,417,
8,1,4,6,5,2,2,9,67,312,3,339853,,,,,,65,,
6,2,3,51,4,2,1,5,48,247,4,3044173,,53,,,,,,
3,2,3,48,4,2,2,7,16,303,3,2908627,,,,,2,,,
6,1,4,6,5,2,2,9,47,211,4,243822,,,,,,,,
6,2,3,24,4,2,2,5,41,205,4,1398090,,,,,3,,,
6,1,4,4,5,2,2,8,44,240,4,98201,,,,,2,,,
3,2,3,12,4,2,2,5,27,368,3,676148,,,,,,,,
9,2,1,36,5,2,2,2,68,210,4,2046162,,31,,,,7,,
9,2,3,12,4,2,2,5,68,364,3,716922,,,,1,,,,
6,1,2,31,5,2,2,4,38,210,4,1753654,,40,,,3,,,
9,1,3,48,5,2,2,7,68,303,3,2848720,,,,1,,20,,
1,2,4,6,5,2,2,9,1,314,3,391412,,,,,,27,,
6,1,4,6,4,2,2,9,43,240,4,518444,,,,,4,9,,
1,1,4,35,4,2,2,8,1,303,3,1898497,,,,,8,45,,
8,2,3,1,5,2,2,6,67,313,3,13070,,,,,,,,
9,2,3,48,5,2,2,7,68,303,3,2944347,,,,,,,238,
3,1,4,6,5,2,2,9,16,303,3,482126,,,,,,19,,
8,1,1,36,5,2,2,2,67,303,3,2083668,,,,,,43,233,
3,1,2,17,4,2,2,3,16,303,3,1098553,,,,,,,330,
6,1,2,55,4,2,2,3,46,223,4,3186057,3,,,,,,166,1
1,1,3,10,5,2,2,5,1,163,5,643534,,,,1,,,417,
6,2,1,36,5,2,2,2,43,207,4,2048059,,,,,,,,
8,2,3,24,5,2,2,5,67,313,3,1365558,,,2,,,,,
1,2,1,36,4,2,2,2,1,139,5,1924019,,,,,,,,
6,2,1,25,4,2,2,1,43,207,4,1476011,,6,,,,,,
6,1,4,6,4,2,2,9,43,242,4,521241,,,,,,,,
1,2,2,17,4,2,2,3,1,313,3,1031449,,,,,,,,
8,2,3,48,5,2,1,7,67,303,3,2794236,,,2,,7,,,4
2,2,4,53,5,2,2,9,2,453,6,3157409,,24,1,,,,,
8,1,1,9,5,2,2,1,67,329,3,626818,,,,,9,,,
9,1,4,6,4,2,2,9,68,313,3,304190,,,,,,6,,
1,2,4,49,4,2,2,8,1,303,3,2957555,,,,,,,,6
9,1,4,6,4,2,2,9,68,303,3,195352,,,5,,,,,
8,2,4,6,4,2,2,9,67,303,3,271083,,,,,3,,,
1,1,2,39,4,2,2,3,1,102,5,2277060,,,,1,,,,
1,2,4,6,4,2,2,9,1,212,4,384294,,,,,,,,
9,1,1,42,5,2,2,2,68,362,3,2527991,,,,,1,,,8
8,1,1,36,5,2,2,2,67,364,3,1983493,,,,,,,,
6,1,4,4,4,2,2,8,43,209,4,85188,,,,,,,,
8,2,4,6,5,2,2,9,67,303,3,198435,9,,,,,9,,
9,2,3,47,4,2,1,6,68,313,3,2692147,,,3,,3,,,
6,2,4,6,4,2,1,9,42,206,4,495807,,,5,,,,21,
8,2,3,48,5,2,2,7,67,303,3,2925781,,,3,,,,100,
1,1,1,36,4,2,1,2,1,164,5,1951565,,47,5,1,,,,
1,1,3,24,4,2,2,5,1,212,4,1354769,9,,,,,,36,
8,1,4,6,4,2,2,9,67,303,3,505763,,,5,,,44,,
8,2,1,36,4,2,2,2,67,368,3,2070304,,,1,,,,,7
9,2,1,36,5,2,2,2,68,134,5,2017282,,,,,,,,
6,2,2,18,4,2,2,3,38,210,4,1127073,,28,,,,,,
1,1,3,13,4,2,2,5,1,212,4,909145,,,,,5,,,
6,1,3,48,5,2,2,7,38,210,4,2811809,,,,,3,9,,
2,1,1,42,5,2,2,2,2,332,3,2490354,,,,,,60,,8
6,1,4,6,4,2,2,9,45,233,4,407774,,,,1,,,,
1,1,4,6,5,2,2,9,1,214,4,180152,,,2,,,,,
6,1,4,6,4,2,2,9,38,210,4,404594,,,,,,,,
1,2,1,34,4,2,2,2,1,154,5,1856263,3,18,,,,,,
2,2,3,13,4,2,1,5,2,368,3,898662,,,,,,,,
6,2,3,48,4,2,2,7,38,210,4,2730756,9,,5,,,13,,8
1,2,4,6,4,2,2,9,1,212,4,382428,,,,,,,,
6,2,2,39,5,2,2,3,57,206,4,2284455,,10,,,,,,
6,2,3,48,4,2,1,7,49,217,4,2759217,,,,1,,,,
6,2,4,6,4,2,2,9,48,215,4,187700,,,,,7,,,
6,2,4,15,4,2,2,9,45,233,4,961425,,46,,,,,,
9,2,3,48,5,2,2,7,68,312,3,2816996,,,,,,,,
2,1,1,34,4,2,2,2,2,333,3,1815145,4,,,,,,,
6,1,4,6,4,2,2,9,43,207,4,360880,,,,,,,,
1,1,2,17,5,2,2,3,1,119,5,1093890,,,,,,,,
6,2,3,12,5,2,2,5,48,215,4,697673,,,,,,,,6
8,1,1,34,5,2,2,2,67,303,3,1874548,,,4,,5,,,
1,2,4,53,4,2,2,9,1,109,5,3128563,,23,,,4,,,
8,2,4,6,4,2,2,9,67,303,3,413540,,,3,,7,,,
6,2,4,6,4,2,2,9,41,205,4,471670,,,,,,,,
9,2,3,12,5,2,2,5,68,362,3,695275,4,,,,,30,,
6,2,4,41,5,2,2,9,57,247,4,2391232,,,,,,,,
6,1,4,6,4,2,2,9,43,240,4,424327,,,,,,,,
1,2,2,17,4,2,2,3,1,128,5,1043859,,18,,,,,,
6,2,4,32,4,2,2,8,45,233,4,1778163,,,,,2,,,
8,2,3,48,5,2,2,7,67,373,3,2920000,,,3,,,,200,1
6,1,3,48,4,2,2,7,43,207,4,2733988,,,,,,,,
6,2,4,6,4,2,2,9,43,207,4,182468,,,,,,,,
6,1,4,6,4,2,2,9,57,247,4,423078,,,,,,17,,
9,2,4,6,4,2,2,9,68,303,3,276514,,,,,,,,
1,2,2,18,4,2,2,3,1,515,8,1155164,,56,,1,,,,
8,1,4,6,4,2,2,9,67,303,3,463347,,,,1,,,,
9,2,3,48,5,2,2,7,68,314,3,2732243,,,,,,27,,
8,1,4,32,4,2,2,8,67,303,3,1775130,,,,,,,,
8,2,3,12,5,2,2,5,67,303,3,690956,,,2,,,,,
3,1,3,51,4,2,2,5,27,312,3,3033380,,,,,,,53,
8,2,4,6,5,2,2,9,67,314,3,180639,,,,,,,108,
1,2,1,25,5,2,2,1,1,119,5,1413080,,,2,,,,,
2,2,1,36,4,2,2,2,2,333,3,2079895,,72,,,,,,
9,2,3,48,5,2,2,7,68,303,3,2864023,,,,,,,,
6,2,3,51,4,2,2,5,48,215,4,3030871,,,,,,,,8
1,2,3,12,4,2,2,5,1,243,4,765659,2,,,,,,,
9,2,3,12,4,2,2,5,68,333,3,662134,9,,,1,,33,,
8,1,1,36,5,2,2,2,67,365,3,2022727,,,,,,,,
8,1,4,32,4,2,2,8,67,303,3,1775615,,,2,,,,,
2,1,1,25,4,2,2,1,2,332,3,1475675,,,,,,,,
1,1,3,51,4,2,2,5,1,212,4,3010606,,,,,,,,
9,2,3,12,4,2,2,5,68,242,4,713502,,,,,,42,,6
9,1,3,12,4,2,1,5,68,327,3,749143,,51,,,,,,
8,2,4,32,5,2,2,8,67,303,3,1771403,,45,,,,,,7
9,1,2,27,4,2,2,4,68,303,3,1577779,,56,3,,,,,
6,2,4,6,4,2,2,9,43,207,4,270533,,,,,,,,
1,2,3,5,4,2,1,7,1,110,5,136312,,,,,,,,
6,2,1,25,5,2,2,1,49,217,4,1456711,,,1,,,,,8
8,2,2,17,4,2,2,3,67,364,3,1042013,,,,,,3,,
9,1,3,12,4,2,2,5,68,327,3,683673,,,,1,,,214,
1,1,4,6,4,2,2,9,1,128,5,308800,2,,5,,,5,,
6,2,2,39,4,2,2,3,43,207,4,2263876,,,,,,,,
9,1,3,48,5,2,2,7,68,303,3,2897206,,,,,,,,
2,2,2,27,5,2,2,4,2,416,6,1577677,,39,,,,,,
8,2,4,6,4,2,2,9,67,303,3,300838,,,,,6,,,
8,1,3,37,5,2,2,5,67,303,3,2176348,,,,,,9,,7
6,2,4,6,4,2,2,9,45,233,4,394753,,,,,,,,
6,2,4,6,4,2,2,9,45,233,4,342578,,,,,,,,
1,1,1,34,4,2,2,2,1,164,5,1816272,,,,1,,,,
6,1,3,13,4,2,2,5,57,247,4,938581,,,,,,,454,
8,1,2,17,4,2,2,3,67,303,3,1080887,1,,,,,,,
9,2,3,48,4,2,2,7,68,303,3,2763106,,,,,,45,,7
8,1,1,34,4,2,2,2,67,365,3,1823936,,,3,1,,,,
2,1,1,34,4,2,2,2,2,332,3,1852750,,,1,,,,,
6,1,4,6,4,2,2,9,57,247,4,350378,,,,,,,,
1,2,2,39,4,2,2,3,1,132,5,2340723,1,,5,1,,,,
6,1,3,51,5,2,2,5,54,231,4,3024697,,,,1,,,,
9,2,4,6,5,2,2,9,68,303,3,476703,,,,,,,34,
6,1,4,6,5,2,2,9,43,209,4,312030,,,,,,,,
6,2,2,29,5,2,2,4,43,207,4,1695917,,,,,,,,3
9,2,1,34,4,2,2,2,68,329,3,1829216,4,42,,,,,,5
6,2,4,6,5,2,2,9,43,207,4,244512,,30,,,5,,,
1,2,4,53,5,2,1,9,1,134,5,3115758,,,,,6,,,
1,2,3,24,4,2,1,5,1,109,5,1396874,,,,,,,,
6,2,2,17,4,2,2,3,49,217,4,1004263,,,,,,,,
6,1,4,6,5,2,2,9,45,233,4,439799,,,,1,,,211,
8,2,4,6,5,2,2,9,67,303,3,206786,,,,,,,,
1,2,3,37,4,2,2,5,1,163,5,2179534,,17,,,,,,
6,2,4,6,5,2,2,9,49,217,4,191320,,,,,,46,,
6,1,3,47,4,2,1,6,49,217,4,2625809,,,,,,,,
6,1,2,29,5,2,2,4,38,210,4,1667304,,,,,,,,
1,2,3,48,4,2,2,7,1,140,5,2890673,,,,,,,,
1,2,4,6,5,2,2,9,1,303,3,439954,2,,,,,,,
6,2,2,29,5,2,2,4,49,217,4,1686510,,,2,,1,,,
6,2,4,6,4,2,2,9,57,247,4,284299,,,1,,2,,,
9,1,4,6,4,2,2,9,68,139,5,343229,,,5,,,,,
9,1,4,6,4,2,1,9,68,303,3,490708,,,,,,,,4
1,1,1,36,5,2,2,2,1,163,5,2054364,,,,,,,,
6,1,4,6,4,2,2,9,45,211,4,296400,,,,,,,,
8,2,3,12,5,2,2,5,67,369,3,658117,,,,,,33,,
6,2,3,48,4,2,2,7,57,247,4,2905987,,,,1,,12,,8
2,2,3,51,4,2,1,5,2,427,6,3072148,,,,,,,,
8,1,3,24,5,2,2,5,67,303,3,1361413,9,,,,,,,
9,2,1,25,4,2,2,1,68,362,3,1474960,,,2,,,,,
6,1,4,6,5,2,2,9,43,207,4,469868,2,,,,1,,,
1,2,2,17,5,2,2,3,1,216,4,1013558,,,,,,,,
1,2,1,25,5,2,1,1,1,120,5,1468995,,,,,2,,515,1
9,2,4,6,4,2,2,9,68,312,3,226465,2,,,1,,,,
8,1,3,12,4,2,2,5,67,364,3,729259,4,,,,,,34,
1,2,4,6,5,2,2,9,1,110,5,322669,,,1,,,,,
1,2,4,6,5,2,2,9,1,212,4,365730,,,,1,,,,
8,2,1,36,4,2,2,2,67,370,3,2091081,,16,,,,,,
1,1,3,48,4,2,2,7,1,303,3,2853809,,,,1,,,206,
6,2,3,12,4,2,2,5,38,210,4,769061,,,,,,,,3
6,2,4,6,4,2,1,9,43,233,4,488525,2,,,,3,,,
8,1,3,24,4,2,2,5,67,314,3,1351306,,,,,,,,
6,1,4,6,4,2,2,9,43,207,4,231234,,,2,,,,,
6,1,1,25,5,2,2,1,57,247,4,1464547,,,,,,,,
1,2,4,6,4,2,2,9,1,126,5,318778,,,,,,,,
9,2,4,6,5,2,1,9,68,303,3,540385,,,,,1,,228,
6,2,4,6,4,2,2,9,57,247,4,197054,,,,,,44,,
2,2,3,48,4,2,2,7,2,407,6,2727991,,,,,9,46,,
2,2,4,6,4,2,2,9,2,333,3,246768,,,,,1,,,
9,2,3,12,4,2,2,5,68,314,3,695880,,26,2,,,,,
9,1,1,25,5,2,2,1,68,362,3,1450958,,53,,,,,327,
9,2,4,6,4,2,2,9,68,212,4,168762,,50,1,,2,,,
6,1,1,36,4,2,2,2,38,210,4,2107567,,,,,5,,,
6,1,2,19,4,2,2,4,43,207,4,1185056,,,,,,,,1
9,1,1,36,4,2,2,2,68,364,3,2080411,,,,1,,,34,
1,2,4,6,4,2,1,9,1,303,3,350998,,,,,,38,105,6
8,1,2,20,5,2,2,4,67,303,3,1224357,,,,,,,,
6,1,4,6,4,2,1,9,45,233,4,448275,,,,,,,,
6,2,3,12,4,2,2,5,57,247,4,807704,,,,,,,,
8,2,2,17,4,2,1,3,67,303,3,982865,,,,,,,,8
1,2,1,44,5,2,2,1,1,129,5,2556863,,,,,,,416,
8,1,4,6,4,2,2,9,67,303,3,218120,,,,1,7,,,
9,2,3,12,4,2,2,5,68,314,3,813866,,,,,,,226,
6,2,4,6,5,2,2,9,58,218,4,315405,,,,,,,,
1,2,1,34,4,2,2,2,1,117,5,1877254,,,,,,,,
2,1,1,36,4,2,2,2,2,332,3,2069034,,,,1,,,,
9,2,3,12,4,2,2,5,68,364,3,804663,,,,,,,,
6,2,4,6,4,2,2,9,38,210,4,206043,3,,,,5,,456,6
6,1,3,13,5,2,2,5,49,217,4,922565,,,,,,,,
1,2,3,48,4,2,2,7,1,329,3,2769503,,,,,,,,
8,1,3,24,5,2,2,5,67,312,3,1368155,,,3,,2,,,
8,2,4,6,5,2,2,9,67,303,3,540595,9,,3,,,,,
8,1,1,36,4,2,1,2,67,327,3,2023262,,9,,,,,,
8,2,1,9,4,2,2,1,67,365,3,623111,,,,1,,,,
9,2,4,6,5,2,2,9,68,312,3,330692,,,,,,38,,
6,2,2,17,5,2,2,3,45,233,4,1106641,,,,,,,,
6,1,3,48,5,2,2,7,44,240,4,2793252,2,,,,,,,
9,1,3,48,5,2,1,7,68,303,3,2743583,,,,,7,,,
6,1,1,36,5,2,2,2,57,247,4,2076880,,,,,,,,
6,2,4,6,4,2,1,9,56,242,4,520202,,,,1,,,,
8,2,4,6,4,2,2,9,67,370,3,236114,,,,1,,,,
8,1,4,16,5,2,2,8,67,303,3,964668,,,,,,,,
8,2,4,53,5,2,2,9,67,303,3,3155127,,,,,3,,,
8,1,3,13,5,2,2,5,67,370,3,903605,,,,,5,,,
8,2,1,25,4,2,2,1,67,362,3,1465027,,,,,,,453,
2,2,3,12,5,2,2,5,2,332,3,852149,,,,,,,,
1,1,1,36,4,2,2,2,1,110,5,2055196,9,,,1,,,,
9,1,1,25,4,2,2,1,68,329,3,1475152,,,,,6,51,,
1,1,3,48,5,2,2,7,1,303,3,2820114,,,,,,,,
6,2,3,12,4,2,2,5,57,247,4,712733,,,,,,,205,
9,1,1,36,4,2,2,2,68,364,3,2077133,,,,,4,,,
8,2,3,48,5,2,2,7,67,303,3,2736628,,,,,,,36,
3,1,1,36,5,2,2,2,27,312,3,2093841,,,1,,,,,
2,2,4,4,5,2,1,8,2,469,6,74166,,,3,,,,,
8,1,3,45,5,2,2,5,67,314,3,2592971,,,,,,41,,
8,2,1,42,4,2,2,2,67,312,3,2512475,3,,,,,,,
1,2,2,31,4,2,1,4,1,301,7,1753724,,,,,,,223,
1,1,3,48,4,2,2,7,1,235,4,2807039,,,,,,59,152,
6,2,4,6,4,2,2,9,54,231,4,502467,,,,,,,,
6,2,3,13,5,2,2,5,48,215,4,938086,,,4,,,,,
8,1,4,6,4,2,2,9,67,303,3,374753,,,,,3,,,7
8,2,1,25,5,2,2,1,67,408,6,1473693,,50,,1,,,,
6,2,3,48,4,2,2,7,38,210,4,2716902,,,,1,,66,,
1,1,1,9,4,2,2,1,1,364,3,626445,,50,2,,,,,
6,1,3,51,4,2,2,5,57,206,4,3075855,,,,,,,,
8,1,4,53,4,2,2,9,67,303,3,3103771,,,,,,,,
1,2,1,25,5,2,2,1,1,110,5,1475400,,2,,,,,,
6,1,4,6,4,2,2,9,45,233,4,495397,,,,,,,,3
8,1,4,6,5,2,2,9,67,303,3,285003,,55,,,,,,
1,2,1,36,4,2,1,2,1,102,5,2067615,,,,,,,,
1,1,4,8,4,2,2,8,1,163,5,565620,,,,,,,,
2,2,3,47,5,2,2,6,2,421,6,2668429,9,,,,,,203,3
8,2,3,48,5,2,2,7,67,310,3,2808442,,,,,,,,
6,2,3,24,5,2,2,5,54,231,4,1355592,4,21,2,1,2,,,
8,2,3,48,4,2,2,7,67,303,3,2800024,,,,,,,,6
2,1,2,27,5,2,2,4,2,429,6,1622919,,,,,9,,,
6,2,3,37,4,2,2,5,38,210,4,2165310,,,,,,,,
6,1,4,6,4,2,2,9,56,242,4,265881,,,,1,,,,
9,1,4,6,4,2,2,9,68,303,3,511676,,,,,,,,
8,1,3,37,5,2,2,5,67,313,3,2137191,9,,,1,,,,
9,1,1,36,4,2,2,2,68,312,3,1969549,,,,,,,,
6,2,4,6,4,2,2,9,38,210,4,231866,,26,,,,,,6
1,2,3,24,4,2,2,5,1,212,4,1351226,,,,,,,,
1,1,1,34,4,2,2,2,1,120,5,1838398,,,,,,,,
