Checking Status,Duration,Credit Amount,Present Employment Tenure,Installment Rate,Residence Tenure,Age,Existing credit,Job type,Number of dependents,Has phone,Foreign,target,Credit History_A31,Credit History_A32,Credit History_A33,Credit History_A34,Purpose_A41,Purpose_A410,Purpose_A42,Purpose_A43,Purpose_A44,Purpose_A45,Purpose_A46,Purpose_A48,Purpose_A49,Savings Status_A62,Savings Status_A63,Savings Status_A64,Savings Status_A65,Sex/Marital status_A92,Sex/Marital status_A93,Sex/Marital status_A94,Guarantors_A102,Guarantors_A103,Property_A122,Property_A123,Property_A124,Other installment plans_A142,Other installment plans_A143,Rent or own housing_A152,Rent or own housing_A153
1.0,27,5965,4.0,1,2,30,2,3.0,1,1.0,0.0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
3.0,12,1262,2.0,3,2,25,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
3.0,18,3378,2.0,2,1,31,1,2.0,1,1.0,0.0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False
1.0,36,2225,4.0,4,4,57,2,2.0,1,1.0,0.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.0,6,783,2.0,1,2,26,1,1.0,2,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
1.0,12,6468,0.0,2,1,52,1,3.0,1,1.0,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False
3.0,36,9566,2.0,2,2,31,2,2.0,1,0.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
2.0,18,1961,4.0,3,2,23,1,3.0,1,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
0.0,36,6229,1.0,4,4,23,2,1.0,1,1.0,0.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1.0,9,1391,2.0,2,1,27,1,2.0,1,1.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.0,15,1537,4.0,4,4,50,2,2.0,1,1.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False
1.0,36,1953,4.0,4,4,61,1,3.0,1,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
1.0,48,14421,2.0,2,2,25,1,2.0,1,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
3.0,24,3181,1.0,4,4,26,1,2.0,1,1.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
3.0,27,5190,4.0,4,4,48,4,2.0,2,1.0,0.0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False
3.0,12,2171,1.0,2,2,29,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1.0,12,1007,2.0,4,1,22,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
3.0,36,1819,2.0,4,4,37,1,2.0,1,1.0,0.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
3.0,36,2394,2.0,4,4,25,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
3.0,36,8133,2.0,1,2,30,1,2.0,1,0.0,0.0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3.0,7,730,4.0,4,2,46,2,1.0,1,1.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0.0,8,1164,4.0,3,4,51,2,3.0,2,1.0,0.0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1.0,42,5954,3.0,2,1,41,2,1.0,1,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,36,1977,4.0,4,4,40,1,3.0,1,1.0,0.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False
0.0,12,1526,4.0,4,4,66,2,3.0,1,0.0,0.0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
0.0,42,3965,1.0,4,3,34,1,2.0,1,0.0,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1.0,11,4771,3.0,2,4,51,1,2.0,1,0.0,0.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
3.0,54,9436,2.0,2,2,39,1,1.0,2,0.0,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False
1.0,30,3832,1.0,2,1,22,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
3.0,24,5943,1.0,1,1,44,2,2.0,1,1.0,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
3.0,15,1213,4.0,4,3,47,1,2.0,1,1.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
3.0,18,1568,2.0,3,4,24,1,1.0,1,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.0,24,1755,4.0,4,4,58,1,1.0,1,1.0,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
0.0,10,2315,4.0,3,4,52,1,1.0,1,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
3.0,12,1412,2.0,4,2,29,2,3.0,1,1.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
1.0,18,1295,1.0,4,1,27,2,2.0,1,0.0,0.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
1.0,36,12612,2.0,1,4,47,1,2.0,2,1.0,0.0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
0.0,18,2249,3.0,4,3,30,1,3.0,2,1.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
0.0,12,1108,3.0,4,3,28,2,2.0,1,0.0,0.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
3.0,12,618,4.0,4,4,56,1,2.0,1,0.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
0.0,12,1409,4.0,4,3,54,1,2.0,1,0.0,0.0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
3.0,12,797,4.0,4,3,33,1,1.0,2,0.0,0.0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
2.0,24,3617,4.0,4,4,20,2,2.0,1,0.0,0.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
1.0,12,1318,4.0,4,4,54,1,2.0,1,1.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
1.0,54,15945,1.0,3,4,58,1,2.0,1,1.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
3.0,12,2012,3.0,4,2,61,1,2.0,1,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
1.0,18,2622,2.0,4,4,34,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1.0,36,2337,4.0,4,4,36,1,2.0,1,0.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1.0,20,7057,3.0,3,4,36,2,3.0,2,1.0,0.0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
3.0,24,1469,4.0,4,4,41,1,1.0,1,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.0,36,2323,3.0,4,4,24,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3.0,6,932,2.0,3,2,24,1,2.0,1,0.0,0.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1.0,9,1919,3.0,4,3,35,1,2.0,1,1.0,0.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
3.0,12,2445,1.0,2,4,26,1,2.0,1,1.0,0.0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
1.0,24,11938,2.0,2,3,39,2,3.0,2,1.0,0.0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False
3.0,18,6458,4.0,2,4,39,2,3.0,2,1.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1.0,12,6078,3.0,2,2,32,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
0.0,24,7721,1.0,1,2,30,1,2.0,1,1.0,1.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False
1.0,14,1410,4.0,1,2,35,1,2.0,1,1.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
1.0,6,1449,4.0,1,2,31,2,2.0,2,0.0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2.0,15,392,1.0,4,4,23,1,2.0,1,1.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1.0,18,6260,3.0,3,3,28,1,1.0,1,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3.0,36,7855,2.0,4,2,25,2,2.0,1,1.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0.0,12,1680,4.0,3,1,35,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
3.0,48,3578,4.0,4,1,47,1,2.0,1,1.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
0.0,42,7174,3.0,4,3,30,1,3.0,1,1.0,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
0.0,10,2132,1.0,2,3,27,2,2.0,1,0.0,1.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
0.0,33,4281,2.0,1,4,23,2,2.0,1,0.0,0.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False
1.0,12,2366,3.0,3,3,36,1,3.0,1,1.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
0.0,21,1835,2.0,3,2,25,2,2.0,1,1.0,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
3.0,24,3868,4.0,4,2,41,2,3.0,1,1.0,0.0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3.0,12,1768,2.0,3,2,24,1,1.0,1,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2.0,10,781,4.0,4,4,63,2,2.0,1,1.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
1.0,18,1924,1.0,4,3,27,1,2.0,1,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
0.0,12,2121,2.0,4,2,30,2,2.0,1,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
0.0,12,701,2.0,4,2,40,1,1.0,1,0.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
1.0,12,639,2.0,4,2,30,1,2.0,1,0.0,0.0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1.0,12,1860,0.0,4,2,34,2,3.0,1,1.0,0.0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
0.0,12,3499,2.0,3,2,29,2,2.0,1,0.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
1.0,48,8487,3.0,1,2,24,1,2.0,1,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
0.0,36,6887,2.0,4,3,29,1,2.0,1,1.0,0.0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
3.0,15,2708,1.0,2,3,27,2,1.0,1,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3.0,18,1984,2.0,4,4,47,2,2.0,1,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.0,60,10144,3.0,2,4,21,1,2.0,1,1.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
3.0,12,1240,4.0,4,2,38,2,2.0,1,1.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False
3.0,27,8613,2.0,2,2,27,2,2.0,1,0.0,0.0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
1.0,12,766,2.0,4,3,66,1,1.0,1,0.0,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1.0,15,2728,3.0,4,2,35,3,2.0,1,1.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
2.0,12,1881,2.0,2,2,44,1,1.0,1,1.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
